Station	VariableType	Variable common name	Variable scientific name	Value	Unit	SampleMatrix
1012	PCB	CL6-PCB-152	"2,2',3,5,6,6'-hexachlorobiphenyl"	0.04	ng/g dwt	Surface sediment
1012	PCB	PCB 173	"2,2',3,3',4,5,6-heptachlorobiphenyl"	0.05	ng/g dwt	Surface sediment
1012	PCB	CL6-PCB-150	"2,2',3,4',6,6'-hexachlorobiphenyl"	0.06	ng/g dwt	Surface sediment
1012	PCB	CL6-PCB-148	"2,2',3,4',5,6'-hexachlorobiphenyl"	0.06	ng/g dwt	Surface sediment
1012	PCB	PCB 103	"2,2',4,5',6-pentachlorobiphenyl"	0.13	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,3',4,5',6-heptachlorobiphenyl (PCB 175)"	"1,2,3,5-tetrachloro-4-(2,3,5-trichlorophenyl)benzene"	0.13	ng/g dwt	Surface sediment
1012	PCB	"2,3,3',4,4',5',6-heptachlorobiphenyl (PCB 191)"	"1,2,3,5-tetrachloro-4-(3,4,5-trichlorophenyl)benzene"	0.14	ng/g dwt	Surface sediment
1012	PCB	CL5-PCB-94	"2,2',3,5,6'-pentachlorobiphenyl"	0.15	ng/g dwt	Surface sediment
1012	PCB	Decachlorobiphenyl (PCB 209)	"1,2,3,4,5-pentachloro-6-(pentachlorophenyl)benzene"	0.16	ng/g dwt	Surface sediment
1012	PCB	PCB 98/102	"2,2',3,4',6'-pentachlorobiphenyl/2,2',4,5,6'-pentachlorobiphenyl"	0.17	ng/g dwt	Surface sediment
1012	PCB	"2,3,3',4,4',5,5',6-octachlorobiphenyl (PCB 205)"	"1,2,3,4,5-pentachloro-6-(3,4,5-trichlorophenyl)benzene"	0.18	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,3',4,5',6,6'-octachlorobiphenyl (PCB 201)"	"1,2,3,5-tetrachloro-4-(2,3,5,6-tetrachlorophenyl)benzene"	0.19	ng/g dwt	Surface sediment
1012	PCB	PCB 200	"2,2',3,3',4,5,6,6'-octachlorobiphenyl"	0.19	ng/g dwt	Surface sediment
1012	PCB	CL6-PCB-133	"2,2',3,3',5,5'-hexachlorobiphenyl"	0.24	ng/g dwt	Surface sediment
1012	PCB	"1,3,5-trichloro-2-(2,4-dichlorophenyl)benzene (PCB 100)"	"2,2',4,4',6-Pentachlorobiphenyl"	0.26	ng/g dwt	Surface sediment
1012	PCB	PCB 154	"2,2',4,4',5,6'-hexachlorobiphenyl"	0.28	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,3',4,5-hexachlorobiphenyl (PCB 129)"	"1,2,3,4-tetrachloro-5-(2,3-dichlorophenyl)benzene"	0.29	ng/g dwt	Surface sediment
1012	PCB	"2,3,3',4,4',5'-hexachlorobiphenyl (PCB 157)"	"1,2,3-trichloro-5-(2,3,4-trichlorophenyl)benzene"	0.30	ng/g dwt	Surface sediment
1012	PCB	PCB 119	"2,3',4,4',6-pentachlorobiphenyl"	0.31	ng/g dwt	Surface sediment
1012	PCB	PCB 83/108	"2,2',3,3',5-pentachlorobiphenyl/2,3,3',4,5'-pentachlorobiphenyl"	0.31	ng/g dwt	Surface sediment
1012	PCB	"1,2,4,5-tetrachloro-3-(2,3,5,6-tetrachlorophenyl)benzene (PCB 202)"	"2,2',3,3',5,5',6,6'-Octachlorobiphenyl"	0.32	ng/g dwt	Surface sediment
1012	PCB	"2,3',4,4',5,5'-hexachlorobiphenyl (PCB 167)"	"2,3',4,4',5,5'-hexachlorobiphenyl"	0.32	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,4,5,5',6-heptachlorobiphenyl (PCB 185)"	"1,2,3,4,5-pentachloro-6-(2,5-dichlorophenyl)benzene"	0.33	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,4,4',5-hexachlorobiphenyl (PCB 137)"	"1,2,3,4-tetrachloro-5-(2,4-dichlorophenyl)benzene"	0.34	ng/g dwt	Surface sediment
1012	PCB	CL6-PCB-134/143	"2,2',3,3',5,6-hexachlorobiphenyl/2,2',3,4,5,6'-hexachlorobiphenyl"	0.39	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,3',4,6,6'-heptachlorobiphenyl (PCB 176)"	"1,2,3,5-tetrachloro-4-(2,3,6-trichlorophenyl)benzene"	0.40	ng/g dwt	Surface sediment
1012	PCB	PCB 147	"2,2',3,4',5,6-Hexachlorobiphenyl"	0.40	ng/g dwt	Surface sediment
1012	PCB	"2,3,3',4',5,5',6-heptachlorobiphenyl (PCB 193)"	"1,2,3,4,5-pentachloro-6-(3,5-dichlorophenyl)benzene"	0.40	ng/g dwt	Surface sediment
1012	PCB	PCB 172/192	"2,2',3,3',4,5,5'-heptachlorobiphenyl/2,3,3',4,5,5',6-heptachlorobiphenyl"	0.47	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,3',4,5'-hexachlorobiphenyl (PCB 130)"	"1,2,3-trichloro-4-(2,3,5-trichlorophenyl)benzene"	0.50	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,3',4,4',5,5',6-nonachlorobiphenyl (PCB 206)"	",2',3,3',4,4',5,5',6-Nonachlorobiphenyl"	0.51	ng/g dwt	Surface sediment
1012	PCB	"1,2-dichloro-4-phenylbenzene/1-chloro-4-(3-chlorophenyl)benzene (PCB 12/13)"	"3,4-dichlorobiphenyl/3,4'-Dichlorobiphenyl"	0.58	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,6-tetrachlorobiphenyl (PCB 45)"	"1,2,4-trichloro-3-(2-chlorophenyl)benzene"	0.58	ng/g dwt	Surface sediment
1012	PCB	"2,2,'3,3',4,4',5,6-octachlorobiphenyl (PCB 195)"	"2,2',3,3',4,4',5,6-Octachlorobiphenyl"	0.59	ng/g dwt	Surface sediment
1012	PCB	PCB 111/117	"2,3,3',5,5'-pentachlorobiphenyl/2,3,4',5,6-pentachlorobiphenyl"	0.59	ng/g dwt	Surface sediment
1012	PCB	"4,4'-dichlorobiphenyl (PCB 15)"	1-chloro-4-(4-chlorophenyl)benzene	0.62	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,3',5,5',6-heptachlorobiphenyl (PCB 178)"	"1,2,4,5-tetrachloro-3-(2,3,5-trichlorophenyl)benzene"	0.65	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,3',4-pentachlorobiphenyl (PCB 82)"	"1,2,3-trichloro-4-(2,3-dichlorophenyl)benzene"	0.69	ng/g dwt	Surface sediment
1012	PCB	PCB 107/109	"2,3,3',4',5-pentachlorobiphenyl/2,3,3',4,6-pentachlorobiphenyl"	0.72	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,3',4,4',6-heptachlorobiphenyl (PCB 171)"	"1,2,3,5-tetrachloro-4-(2,3,4-trichlorophenyl)benzene"	0.76	ng/g dwt	Surface sediment
1012	PCB	PCB 51	"2,2',4,6'-tetrachlorobiphenyl"	0.77	ng/g dwt	Surface sediment
1012	PCB	"1-chloro-4-(2-chlorophenyl)benzene/1,2-dichloro-3-phenylbenzene (PCB 8/5)"	"2,4'-dichlorobiphenyl/2,3-Dichlorobiphenyl"	0.78	ng/g dwt	Surface sediment
1012	PCB	"2,3,3',4,4',5-hexachlorobiphenyl (PCB 156)"	"1,2,3,4-tetrachloro-5-(3,4-dichlorophenyl)benzene"	0.82	ng/g dwt	Surface sediment
1012	PCB	"1,4-dichloro-2-(2,6-dichlorophenyl)benzene (PCB 53)"	"2,2',5,6'-tetrachlorobiphenyl"	0.88	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,4',6-pentachlorobiphenyl (PCB 91)"	"1,2,4-trichloro-3-(2,4-dichlorophenyl)benzene"	0.92	ng/g dwt	Surface sediment
1012	PCB	"2,4-dichloro-1-phenylbenzene/1,4-dichloro-2-phenylbenzene (PCB 7/9)"	"2,4-dichlorobiphenyl/2,5-Dichlorobiphenyl"	0.96	ng/g dwt	Surface sediment
1012	PCB	PCB 85/120	"2,2',3,4,4'-pentachlorobiphenyl/2,3',4,5,5'-pentachlorobiphenyl"	1.00	ng/g dwt	Surface sediment
1012	PCB	"3,3'4,4'-tetrachlorobiphenyl (PCB 77)"	"3,3',4,4'-tetrachlorobiphenyl"	1.06	ng/g dwt	Surface sediment
1012	PCB	"1,2,4-trichloro-3-(2,3-dichlorophenyl)benzene (PCB 84)"	"2,2',3,3',6-pentachlorobiphenyl"	1.13	ng/g dwt	Surface sediment
1012	PCB	"2,2'3,3',4,4'-hexachlorobiphenyl (PCB 128)"	"1,2,3-trichloro-4-(2,3,4-trichlorophenyl)benzene"	1.25	ng/g dwt	Surface sediment
1012	PCB	"1,2,5-trichloro-3-(2,5-dichlorophenyl)benzene (PCB 92)"	"2,2',3,5,5'-pentachlorobiphenyl"	1.26	ng/g dwt	Surface sediment
1012	PCB	PCB 158/160	"2,3,3',4,4',6-Hexachlorobiphenyl/2,3,3',4,5,6-hexachlorobiphenyl"	1.30	ng/g dwt	Surface sediment
1012	PCB	"2,2',4-trichlorobiphenyl (PCB 17)"	"2,4-dichloro-1-(2-chlorophenyl)benzene"	1.32	ng/g dwt	Surface sediment
1012	Herbicides	cis-nonachlor	"1,3,4,5,7,8,9,10,10-nonachlorotricyclo[5.2.1.0^{2,6}]dec-8-ene"	1.35	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,3',5,6,6'-heptachlorobiphenyl (PCB 179)"	"1,2,4,5-tetrachloro-3-(2,3,6-trichlorophenyl)benzene"	1.40	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,3',6,6'-hexachlorobiphenyl (PCB 136)"	"1,2,4-trichloro-3-(2,3,6-trichlorophenyl)benzene"	1.52	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,3',5,6'/2,2',3,4,5',6-hexachlorobiphenyl (PCB 135/144)"	"1,2,5-trichloro-3-(2,3,6-trichlorophenyl)benzene/1,2,3,5-tetrachloro-4-(2,5-dichlorophenyl)benzene"	1.62	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,4',5,5'-hexachlorobiphenyl (PCB 146)"	"1,2,4-trichloro-5-(2,3,5-trichlorophenyl)benzene"	1.62	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,3',4,4',5,5'-octachlorobiphenyl (PCB 194)"	"1,2,3,4-tetrachloro-5-(2,3,4,5-tetrachlorophenyl)benzene"	1.62	ng/g dwt	Surface sediment
1012	PCB	"2,2',3/2,4',6-trichlorobiphenyl (PCB 16/32)"	"1,2-dichloro-3-(2-chlorophenyl)benzene/1,3-dichloro-2-(4-chlorophenyl)benzene"	1.69	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,3',4,5',6'-heptachlorobiphenyl (PCB 177)"	"1,2,4,5-tetrachloro-3-(2,3,4-trichlorophenyl)benzene"	1.75	ng/g dwt	Surface sediment
1012	PCB	PCB 42/59	"2,2',3,4'-tetrachlorobiphenyl/2,3,3',6-tetrachlorobiphenyl"	1.77	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,4,4',5',6-heptachlorobiphenyl (PCB 183)"	"1,2,3,5-tetrachloro-4-(2,4,5-trichlorophenyl)benzene"	1.77	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,3',4,5,5',6'-octachlorobiphenyl (PCB 199)"	"1,2,3,4-tetrachloro-5-(2,3,5,6-tetrachlorophenyl)benzene"	1.79	ng/g dwt	Surface sediment
1012	PCB	"1,2,3,4-tetrachloro-5-(2-chlorophenyl)benzene/1,2,4-trichloro-5-(2,3-dichlorophenyl)benzene (PCB 86/97)"	"2,2',3,4,5-pentachlorobiphenyl/2,2',3,4',5'-Pentachlorobiphenyl"	1.82	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,3',4,4',5,6'/2,2',3,4,4',5,5',6-octachlorobiphenyl (PCB 196/203)"	"1,2,3,4-tetrachloro-5-(2,3,4,6-tetrachlorophenyl)benzene/1,2,3,4,5-pentachloro-6-(2,4,5-trichlorophenyl)benzene"	1.97	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,4,5,5'-hexachlorobiphenyl (PCB 141)"	"1,2,3,4-tetrachloro-5-(2,5-dichlorophenyl)benzene"	2.01	ng/g dwt	Surface sediment
1012	PCB	PCB 105/127	"2,3,3',4,4'-pentachlorobiphenyl/3,3',4,5,5'-pentachlorobiphenyl"	2.23	ng/g dwt	Surface sediment
1012	PCB	PCB 132/168	"2,2',3,3',4,6'-Hexachlorobiphenyl/2,3',4,4',5',6-hexachlorobiphenyl"	2.29	ng/g dwt	Surface sediment
1012	PCB	PCB 87/115/116	"2,2',3,4,5'-pentachlorobiphenyl/2,3,4,4',6-pentachlorobiphenyl/2,3,4,5,6-Pentachlorobiphenyl"	2.43	ng/g dwt	Surface sediment
1012	PCB	"2,2',5-trichlorobiphenyl (PCB 18)"	"1,4-dichloro-2-(2-chlorophenyl)benzene"	2.50	ng/g dwt	Surface sediment
1012	PCB	"2,2',4,4',5-pentachlorobiphenyl (PCB 99)"	"1,2,4-trichloro-5-(2,4-dichlorophenyl)benzene"	2.57	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,5,5',6-hexachlorobiphenyl (PCB 151)"	"1,2,4,5-tetrachloro-3-(2,5-dichlorophenyl)benzene"	2.65	ng/g dwt	Surface sediment
1012	PCB	"2,3,3',4'/2,3,4,4'-tetrachlorobiphenyl (PCB 56/60)"	"1,2-dichloro-4-(2,3-dichlorophenyl)benzene/1,2,3-trichloro-4-(4-chlorophenyl)benzene"	2.69	ng/g dwt	Surface sediment
1012	PCB	PCB 74/61	"2,4,4',5-tetrachlorobiphenyl/2,3,4,5-tetrachlorobiphenyl"	2.87	ng/g dwt	Surface sediment
1012	PCB	PCB 174/181	"2,2',3,3',4,5,6'-heptachlorobiphenyl/2,2',3,4,4',5,6-heptachlorobiphenyl"	2.95	ng/g dwt	Surface sediment
1012	PCB	PCB 49/43	"2,2',4,5'-tetrachlorobiphenyl/2,2',3,5-tetrachlorobiphenyl"	3.21	ng/g dwt	Surface sediment
1012	PCB	"2,4,4'-trichlorobiphenyl (PCB 28)"	"2,4-dichloro-1-(4-chlorophenyl)benzene"	3.26	ng/g dwt	Surface sediment
1012	PCB	"2,4',5-trichlorobiphenyl (PCB 31)"	"1,4-dichloro-2-(4-chlorophenyl)benzene"	3.46	ng/g dwt	Surface sediment
1012	PCB	PCB 47/48/75	"2,2',4,4'-tetrachlorobiphenyl/2,2',4,5-tetrachlorobiphenyl/2,4,4',6-Tetrachlorobiphenyl"	3.63	ng/g dwt	Surface sediment
1012	PCB	PCB 95/93	"2,2',3,5',6-pentachlorobiphenyl/2,2',3,5,6-pentachlorobiphenyl"	3.73	ng/g dwt	Surface sediment
1012	Pesticides	trans-nonachlor	"1,2,3,4,5,6,7,8,8-nonachloro-3a,4,7,7a- tetrahydro-4,7-methanoindan"	3.90	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,5'-tetrachlorobiphenyl (PCB 44)"	"1,2-dichloro-3-(2,5-dichlorophenyl)benzene"	3.98	ng/g dwt	Surface sediment
1012	Insecticides	"o,p'-DDT (2,4'-DDT)"	"1-chloro-4-[2,2,2-trichloro-1-(2-chlorophenyl)ethyl]benzene"	4.09	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,4,4',5',6/2,2',3,4',5,5',6-heptachlorobiphenyl (PCB 182/187)"	"1,2,3,4-tetrachloro-5-(2,4,6-trichlorophenyl)benzene/1,2,4,5-tetrachloro-3-(2,4,5-trichlorophenyl)benzene"	4.10	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,3',4,4',5/2,3,3',4,4',5,6-heptachlorobiph始yle (PCB 170/190)"	"2,2',3,3',4,4',5/2,3,3',4,4',5,6-Heptachlorobiphenyl (PCB 170/190)"	4.27	ng/g dwt	Surface sediment
1012	PCB	PCB 66/80	"2,3',4,4'-tetrachlorobiphenyl/3,3',5,5'-tetrachlorobiphenyl"	4.35	ng/g dwt	Surface sediment
1012	PCB	PCB 118/106	"2,3',4,4',5-Pentachlorobiphenyl/2,3,3',4,5-pentachlorobiphenyl"	4.78	ng/g dwt	Surface sediment
1012	Insecticides	"p,p'-DDT (4,4'-DDT)"	"1-chloro-4-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene"	4.94	ng/g dwt	Surface sediment
1012	Pesticides	alpha-chlordane	"(1a ,2a ,3aa ,4b ,7b ,7aa )-1,2,4,5,6,7,8,8-Octachloro-2,3,3a,4,7,7a-hexahydro-
4,7-methano-1H-indene"	5.19	ng/g dwt	Surface sediment
1012	PCB	"2,3',4',5/2,3',4',5'-tetrachlorobiphenyl (PCB 70/76)"	"1,2-dichloro-4-(2,5-dichlorophenyl)benzene/1,2,3-trichloro-5-(2-chlorophenyl)benzene"	5.30	ng/g dwt	Surface sediment
1012	Pesticides	gamma-chlordane	"1,4,4,7,8,9,10,10-octachlorotricyclo[5.2.1.0^{2,6}]dec-8-ene"	5.44	ng/g dwt	Surface sediment
1012	PCB	PCB 52/73	"2,2',5,5'-tetrachlorobiphenyl/2,3',5',6-tetrachlorobiphenyl"	5.52	ng/g dwt	Surface sediment
1012	PCB	PCB 41/71/64/68	"2,2',3,4-tetrachlorobiphenyl/2,3',4',6-tetrachlorobiphenyl/2,3,4',6-Tetrachlorobiphenyl/2,3',4,5'-Tetrachlorobiphenyl"	6.01	ng/g dwt	Surface sediment
1012	PCB	"2,3,3',4',6-pentachlorobiphenyl (PCB 110)"	"1,2,4-trichloro-3-(3,4-dichlorophenyl)benzene"	6.28	ng/g dwt	Surface sediment
1012	PCB	PCB 90/101/89	"2,2',3,4',5-pentachlorobiphenyl/2,2',4,5,5'-pentachlorobiphenyl/2,2',3,4,6'-Pentachlorobiphenyl"	7.06	ng/g dwt	Surface sediment
1012	PCB	CL3-PCB-35	"3,3',4-trichlorobiphenyl"	7.14	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,4,4',5,5'-heptachlorobiphenyl (PCB 180)"	"1,2,3,4-tetrachloro-5-(2,4,5-trichlorophenyl)benzene"	7.30	ng/g dwt	Surface sediment
1012	PCB	PCB 149/139	"2,2',3,4',5',6-hexachlorobiphenyl/2,2',3,4,4',6-hexachlorobiphenyl"	7.55	ng/g dwt	Surface sediment
1012	Insecticides	Dieldrin	"(1R,2S,3S,6R,7R,8S,9S,11R)-3,4,5,6,13,13-hexachloro-10-oxapentacyclo[6.3.1.1^{3,6}.0^{2,7}.0^{9,11}]tridec-4-ene"	8.72	ng/g dwt	Surface sediment
1012	PCB	"2,2',4,4',5,5'-hexachlorobiphenyl (PCB 153)"	"1,2,4-trichloro-5-(2,4,5-trichlorophenyl)benzene"	9.53	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,4,4',5/2,3,3',4',5,6/2,3,3',4',5',6-hexachlorobiphenyl (PCB 138/163/164)"	"2,2',3,4,4',5/2,3,3',4',5,6/2,3,3',4',5',6-Hexachlorobiphenyl (PCB 138/163/164)"	11.20	ng/g dwt	Surface sediment
1012	Insecticides	"p,p'-DDE (4,4'-DDE)"	"1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)ethenyl]benzene"	12.20	ng/g dwt	Surface sediment
1012	PCB	PCB 33/20/21	"1,2-dichloro-4-(2-chlorophenyl)benzene/2,3,3'-trichlorobiphenyl/2,3,4-Trichlorobiphenyl"	17.00	ng/g dwt	Surface sediment
1012	Pesticides	"p,p'-dichlorodiphenyl dichloroethane (p,p'-DDD) OR 1,2-diphenyl tetrachloroethane (4,4'-DDD)"	"1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)ethyl]benzene"	26.70	ng/g dwt	Surface sediment
1012	Organochlorine	"o,p'-DDD (mitotane) (2,4'-DDD)"	"1-chloro-4-[2,2-dichloro-1-(2-chlorophenyl)ethyl]benzene"	34.10	ng/g dwt	Surface sediment
1012	Insecticides	Aldrin	"(1R,2R,3R,6S,7S,8S)-1,8,9,10,11,11-hexachlorotetracyclo[6.2.1.1^{3,6}.0^{2,7}]dodeca-4,9-diene"		ng/g dwt	Surface sediment
1012	PCB	2-chlorobiphenyl (PCB 1)	1-chloro-2-phenylbenzene		ng/g dwt	Surface sediment
1012	PCB	CL1-PCB 2	3-chlorobiphenyl		ng/g dwt	Surface sediment
1012	PCB	CL1-PCB-3	4-chlorobiphenyl		ng/g dwt	Surface sediment
1012	PCB	CL6-PCB-155	"2,2',4,4',6,6'-hexachlorobiphenyl"	0.02	ng/g dwt	Surface sediment
1012	PCB	CL6-PCB-145	"2,2',3,4,6,6'-hexachlorobiphenyl"	0.03	ng/g dwt	Surface sediment
1012	PCB	CL7-PCB-184	"2,2',3,4,4',6,6'-heptachlorobiphenyl"	0.03	ng/g dwt	Surface sediment
1012	PCB	CL7-PCB-188	"2,2',3,4',5,6,6'-heptachlorobiphenyl"	0.03	ng/g dwt	Surface sediment
1012	PCB	CL7-PCB-186	"2,2',3,4,5,6,6'-heptachlorobiphenyl"	0.04	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,3',4,4',6,6'-octachlorobiphenyl (PCB 197)"	"1,2,3,5-tetrachloro-4-(2,3,4,6-tetrachlorophenyl)benzene"	0.07	ng/g dwt	Surface sediment
1012	Insecticides	alpha-endosulfan	"6,9-methano-2,4,3-benzodioxathiepin,6,7,8,9,10,10-hexachloro-1,5,5a,6,9,9a-hexahydro-, 3-oxide, (3a,5ab,6a,9a,9ab)-"	0.09	ng/g dwt	Surface sediment
1012	Pesticides	Octachlorostyrene	"1,2,3,4,5-pentachloro-6-(trichloroethenyl)benzene"	0.09	ng/g dwt	Surface sediment
1012	PCB	CL5-PCB-104	"2,2',4,6,6'-pentachlorobiphenyl"	0.11	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,3',4,5,5',6-octachlorobiphenyl (PCB 198)"	"1,2,3,4,5-pentachloro-6-(2,3,5-trichlorophenyl)benzene"	0.12	ng/g dwt	Surface sediment
1012	PCB	PCB 88/121	"2,2',3,4,6-pentachlorobiphenyl/2,3',4,5',6-pentachlorobiphenyl"	0.12	ng/g dwt	Surface sediment
1012	PCB	CL5-PCB-96	"2,2',3,6,6'-pentachlorobiphenyl"	0.12	ng/g dwt	Surface sediment
1012	PCB	PCB 113	"2,3,3',5',6-pentachlorobiphenyl"	0.14	ng/g dwt	Surface sediment
1012	PCB	CL6-PCB-161	"2,3,3',4,5',6-hexachlorobiphenyl"	0.14	ng/g dwt	Surface sediment
1012	PCB	CL6-PCB-165	"2,3,3',5,5',6-hexachlorobiphenyl"	0.14	ng/g dwt	Surface sediment
1012	Insecticides	Beta-endosulfan	"1,9,10,11,12,12-hexachloro-4,6-dioxa-5$l^{4}-thiatricyclo[7.2.1.0^{2,8}]dodec-10-en-5-one"	0.15	ng/g dwt	Surface sediment
1012	PCB	CL5-PCB-112	"2,3,3',5,6-pentachlorobiphenyl"	0.16	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,3',4,6-hexachlorobiphenyl (PCB 131)/2,2',3,4,5,6-hexachlorobiphenyl (PCB 142)"	"1,2,3,5-tetrachloro-4-(2,3-dichlorophenyl)benzene/1,2,3,4,5-pentachloro-6-(2-chlorophenyl)benzene"	0.16	ng/g dwt	Surface sediment
1012	PCB	PCB 140	"2,2',3,4,4',6'-hexachlorobiphenyl"	0.16	ng/g dwt	Surface sediment
1012	PCB	"3,3',4,4',5,5'-hexachlorobiphenyl (PCB 169)"	"1,2,3-trichloro-5-(3,4,5-trichlorophenyl)benzene"	0.17	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,3',4,4',5,6,6'-nonachlorobiphenyl (PCB 207)"	"1,2,3,4,5-pentachloro-6-(2,3,4,6-tetrachlorophenyl)benzene"	0.19	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,3',4,5,5',6,6'-nonachlorobiphenyl (PCB 208)"	"1,2,3,4,5-pentachloro-6-(2,3,5,6-tetrachlorophenyl)benzene"	0.19	ng/g dwt	Surface sediment
1012	Insecticides	Endosulfan sulphate	"6,9-methano-2,4,3-benzodioxathiepin,6,7,8,9,10,10-hexachloro-1,5,5A,6,9,9A-hexahydro-, 3,3-dioxide"	0.21	ng/g dwt	Surface sediment
1012	PCB	"2,2',4,6-tetrachlorobiphenyl (PCB 50)"	"1,3,5-trichloro-2-(2-chlorophenyl)benzene"	0.22	ng/g dwt	Surface sediment
1012	PCB	CL4-PCB-54	"2,2',6,6'-tetrachlorobiphenyl"	0.22	ng/g dwt	Surface sediment
1012	PCB	"1,2,3,4-tetrachloro-5-(3,5-dichlorophenyl)benzene (PCB 159)"	"2,3,3',4,5,5'-Hexachlorobiphenyl"	0.22	ng/g dwt	Surface sediment
1012	PCB	CL6-PCB-162	"2,3,3',4',5,5'-hexachlorobiphenyl"	0.22	ng/g dwt	Surface sediment
1012	PCB	PCB 166	"2,3,4,4',5,6-hexachlorobiphenyl"	0.22	ng/g dwt	Surface sediment
1012	Insecticides	Endrin aldehyde	"(2R,3R,4S,5S)-3,4,5,6,6,7-hexachloropentacyclo[6.3.0.0^{2,4}.0^{3,7}.0^{5,9}]undecane-10-carbaldehyde"	0.26	ng/g dwt	Surface sediment
1012	PCB	"2,2',3,6'-tetrachlorobiphenyl (PCB 46)"	"1,2,4-trichloro-3-(2-chlorophenyl)benzene"	0.28	ng/g dwt	Surface sediment
1012	PCB	PCB 65/62	"2,3,5,6-tetrachlorobiphenyl/2,3,4,6-tetrachlorobiphenyl"	0.28	ng/g dwt	Surface sediment
1012	PCB	PCB 69	"2,3',4,6-tetrachlorobiphenyl"	0.28	ng/g dwt	Surface sediment
1012	Organochlorine	Endrin ketone	endrin ketone	0.30	ng/g dwt	Surface sediment
1012	PCB	CL4-PCB-72	"2,3',5,5'-tetrachlorobiphenyl"	0.32	ng/g dwt	Surface sediment
1012	PCB	"2',3,4,4',5-pentachlorobiphenyl (PCB 123)"	"2,3',4,4',5'-pentachlorobiphenyl"	0.38	ng/g dwt	Surface sediment
1012	PCB	"2,3,3',4,4',5,5'-heptachlorobiphenyl (PCB 189)"	"1,2,3,4-tetrachloro-5-(3,4,5-trichlorophenyl)benzene"	0.39	ng/g dwt	Surface sediment
1012	PCB	1-chloro-3-(2-chlorophenyl)benzene (PCB 6)	"2,3'-dichlorobiphenyl"	0.44	ng/g dwt	Surface sediment
1012	PCB	CL2-PCB-11	"3,3'-dichlorobiphenyl"	0.44	ng/g dwt	Surface sediment
1012	PCB	"3,5-dichlorobiphenyl (PCB 14)"	"1,3-dichloro-5-phenylbenzene"	0.44	ng/g dwt	Surface sediment
1012	PCB	PCB 125	"2,3',4',5',6-pentachlorobiphenyl"	0.56	ng/g dwt	Surface sediment
1012	PCB	"2,3,4,4',5-pentachlorobiphenyl (PCB 114)"	"1,2,3,4-tetrachloro-5-(4-chlorophenyl)benzene"	0.70	ng/g dwt	Surface sediment
1012	PCB	CL5-PCB-122	"2,3,3',4',5'-pentachlorobiphenyl"	0.70	ng/g dwt	Surface sediment
1012	PCB	PCB 124	"2,3',4',5,5'-pentachlorobiphenyl"	0.70	ng/g dwt	Surface sediment
1012	PCB	"3,3',4,4'5-pentachlorobiphenyl (PCB 126)"	"1,2,3-trichloro-5-(3,4-dichlorophenyl)benzene"	0.70	ng/g dwt	Surface sediment
1012	PCB	"1,2,3-trichloro-4-(3-chlorophenyl)benzene (PCB 55)"	"2,3,3',4-tetrachlorobiphenyl"	0.71	ng/g dwt	Surface sediment
1012	PCB	"1,2,5-trichloro-3-(4-chlorophenyl)benzene (PCB 63)"	"2,3,4',5-tetrachlorobiphenyl"	0.72	ng/g dwt	Surface sediment
1012	PCB	CL4-PCB-78	"3,3',4,5-tetrachlorobiphenyl"	0.73	ng/g dwt	Surface sediment
1012	PCB	CL4-PCB-79	"3,3',4,5'-tetrachlorobiphenyl"	0.73	ng/g dwt	Surface sediment
