Station	VariableType	Variable common name	Variable scientific name	Value	Unit	SampleMatrix
1363	PCB	"2,2',4-trichlorobiphenyl (PCB 17)"	"2,4-dichloro-1-(2-chlorophenyl)benzene"	0.30	ng/g dwt	Surface sediment
1363	PCB	"2,3,6/2,3',6-trichlorobiphenyl (PCB 24/27)"	"1,2,4-trichloro-3-phenylbenzene/1,3-dichloro-2-(3-chlorophenyl)benzene"	0.30	ng/g dwt	Surface sediment
1363	PCB	"2,2',6-trichlorobiphenyl (PCB 19)"	"1,3-dichloro-2-(2-chlorophenyl)benzene"	0.33	ng/g dwt	Surface sediment
1363	PCB	"2,3,4'-trichlorobiphenyl (PCB 22)"	"1,2-dichloro-3-(4-chlorophenyl)benzene"	0.36	ng/g dwt	Surface sediment
1363	PCB	CL3-PCB-36	"3,3',5-trichlorobiphenyl"	0.36	ng/g dwt	Surface sediment
1363	PCB	CL3-PCB-39	"3,4',5-trichlorobiphenyl"	0.36	ng/g dwt	Surface sediment
1363	PCB	CL3-PCB-35	"3,3',4-trichlorobiphenyl"	0.36	ng/g dwt	Surface sediment
1363	PCB	"1,2-dichloro-4-(4-chlorophenyl)benzene (PCB 37)"	"3,4,4'-trichlorobiphenyl"	0.36	ng/g dwt	Surface sediment
1363	PCB	CL3-PCB-38	"3,4,5-trichlorobiphenyl"	0.36	ng/g dwt	Surface sediment
1363	Insecticides	Endosulfan sulphate	"6,9-methano-2,4,3-benzodioxathiepin,6,7,8,9,10,10-hexachloro-1,5,5A,6,9,9A-hexahydro-, 3,3-dioxide"	0.38	ng/g dwt	Surface sediment
1363	Organochlorine	beta-benzene hexachloride OR beta-(hexachlorocyclohexane OR hexachlorane OR BHC OR HCH)	"1,2,3,4,5,6-hexachlorocyclohexane"	2.71	ng/g dwt	Surface sediment
1363	Pesticides	Oxychlordane	"1,5,6,8,9,10,11,11-octachloro-4-oxatetracyclo[6.2.1.0^{2,7}.0^{3,5}]undec-9-ene"	9.44	ng/g dwt	Surface sediment
1363	Metal	Aluminum total recoverable	Aluminum	34200.00	ｵg/g	Surface sediment
1363	Metal	Antimony total recoverable	Antimony	0.10	ｵg/g	Surface sediment
1363	Metal	Arsenic total recoverable	Arsenic	6.00	ｵg/g	Surface sediment
1363	Metal	Barium total recoverable	Barium	226.00	ｵg/g	Surface sediment
1363	Metal	Beryllium total recoverable	Beryllium	1.17	ｵg/g	Surface sediment
1363	Metal	Bismuth total recoverable	Bismuth	0.70	ｵg/g	Surface sediment
1363	Metal	Boron total recoverable	Boron	38.90	ｵg/g	Surface sediment
1363	Metal	Cadmium total recoverable	Cadmium	0.80	ｵg/g	Surface sediment
1363	Metal	Cesium total recoverable	Cesium	3.09	ｵg/g	Surface sediment
1363	Metal	Chromium total recoverable	Chromium	65.00	ｵg/g	Surface sediment
1363	Metal	Cobalt total recoverable	Cobalt	11.30	ｵg/g	Surface sediment
1363	Metal	Copper  total recoverable	Copper	77.00	ｵg/g	Surface sediment
1363	Metal	Gallium total recoverable	Gallium	10.40	ｵg/g	Surface sediment
1363	Metal	Germanium total recoverable	Germanium	0.62	ｵg/g	Surface sediment
1363	Metal	Iron total recoverable	Iron	34300.00	ｵg/g	Surface sediment
1363	Metal	Lead total recoverable	Lead	59.50	ｵg/g	Surface sediment
1363	Metal	Lithium total recoverable	Lithium	26.60	ｵg/g	Surface sediment
1363	Metal	Manganese total recoverable	Manganese	979.00	ｵg/g	Surface sediment
1363	Metal	Mercury total	Mercury	0.15	mg/kg	Surface sediment
1363	Metal	Molybdenum total recoverable	Molybdenum	0.50	ｵg/g	Surface sediment
1363	Metal	Nickel  total recoverable	Nickel	30.10	ｵg/g	Surface sediment
1363	Metal	Niobium total recoverable	Niobium	0.05	ｵg/g	Surface sediment
1363	Metal	Palladium total recoverable	Palladium	0.02	ｵg/g	Surface sediment
1363	Metal	Platinum total recoverable	Platinum	0.02	ｵg/g	Surface sediment
1363	Metal	Rhodium total recoverable	Rhodium	0.01	ｵg/g	Surface sediment
1363	Metal	Rubidium total recoverable	Rubidium	59.30	ｵg/g	Surface sediment
1363	Metal	Scandium total recoverable	Scandium	8.44	ｵg/g	Surface sediment
1363	Metal	Selenium total recoverable	Selenium	1.00	ｵg/g	Surface sediment
1363	Metal	Silver total recoverable	Silver	0.64	ｵg/g	Surface sediment
1363	Metal	Strontium total recoverable	Strontium	158.00	ｵg/g	Surface sediment
1363	Metalloids	Total recoverable tellurium	Tellurium	0.02	ｵg/g	Surface sediment
1363	Metal	Thallium total recoverable	Thallium	0.42	ｵg/g	Surface sediment
1363	Metal	Tin total recoverable	Tin	6.86	ｵg/g	Surface sediment
1363	Metal	Titanium total recoverable	Titanium	150.00	ｵg/g	Surface sediment
1363	Metal	Tungsten total recoverable	Tungsten	0.02	ｵg/g	Surface sediment
1363	Metal	Uranium total recoverable	Uranium	1.12	ｵg/g	Surface sediment
1363	Metal	Vanadium total recoverable	Vanadium	63.00	ｵg/g	Surface sediment
1363	Metal	Yttrium total recoverable	Yttrium	18.90	ｵg/g	Surface sediment
1363	Metal	Zinc total recoverable	Zinc	302.00	ｵg/g	Surface sediment
1363	Metal	Zirconium total recoverable	Zirconium	32.30	ｵg/g	Surface sediment
1363	Rare Earth	Cerium total recoverable	Cerium	53.30	ｵg/g	Surface sediment
1363	Rare Earth	Lanthanum total recoverable	Lanthanum	24.70	ｵg/g	Surface sediment
1363	Aromatic	"2,3,5-trimethylnaphthalene"	"2,3,5-trimethylnaphthalene"	24.90	ng/g	Surface sediment
1363	Aromatic	Acenaphthylene	acenaphthylene	26.80	ng/g	Surface sediment
1363	Aromatic	Acenaphthene	"1,2-dihydroacenaphthylene"	27.10	ng/g	Surface sediment
1363	Aromatic	Dibenzothiophene	"8-thiatricyclo[7.4.0.0^{2,7}]trideca-1(13),2,4,6,9,11-hexaene"	30.60	ng/g	Surface sediment
1363	Aromatic	Fluorene	9H-fluorene	31.70	ng/g	Surface sediment
1363	Aromatic	"2,6-dimethylnaphthalene"	"2,6-dimethylnaphthalene"	32.30	ng/g	Surface sediment
1363	Aromatic	1-methylphenanthrene	1-methylphenanthrene	44.60	ng/g	Surface sediment
1363	Aromatic	2-methylnaphthalene	2-methylnaphthalene	51.10	ng/g	Surface sediment
1363	Aromatic	p-naphthalene	anthracene	67.50	ng/g	Surface sediment
1363	Aromatic	Naphthalene	naphthalene	74.20	ng/g	Surface sediment
1363	Aromatic	"Dibenzo(a,h)anthracene"	"pentacyclo[12.8.0.0^{3,12}.0^{4,9}.0^{15,20}]docosa-1,3(12),4,6,8,10,13,15,17,19,21-undecaene"	88.20	ng/g	Surface sediment
1363	Aromatic	Perylene	perylene	202.00	ng/g	Surface sediment
1363	Aromatic	Benzo(a)anthracene	tetraphene	312.00	ng/g	Surface sediment
1363	Aromatic	"Benzo(j,k)fluoranthenes"	"benzo(j,k)fluoranthenes"	405.00	ng/g	Surface sediment
1363	Aromatic	Phenanthrene	phenanthrene	423.00	ng/g	Surface sediment
1363	Aromatic	Benzo(e)pyrene	"pentacyclo[10.6.2.0^{2,7}.0^{8,20}.0^{15,19}]icosa-1(18),2,4,6,8,10,12,14,16,19-decaene"	440.00	ng/g	Surface sediment
1363	Aromatic	"Indeno(1,2,3-c,d)pyrene"	"hexacyclo[16.3.1.0^{2,7}.0^{8,21}.0^{11,20}.0^{14,19}]docosa-1(22),2,4,6,8(21),9,11(20),12,14(19),15,17-undecaene"	442.00	ng/g	Surface sediment
1363	Aromatic	Benzo(a)pyrene	benzo[a]pyrene	443.00	ng/g	Surface sediment
1363	Aromatic	"Benzo(g,h,i)perylene"	"hexacyclo[12.8.0.0^{2,11}.0^{3,8}.0^{4,21}.0^{17,22}]docosa-1(14),2(11),3(8),4,6,9,12,15,17(22),18,20-undecaene"	493.00	ng/g	Surface sediment
1363	Aromatic	Benzo(a)phenanthrene	chrysene	510.00	ng/g	Surface sediment
1363	Aromatic	Benzo(b)fluoranthene	"pentacyclo[10.7.1.0^{2,7}.0^{8,20}.0^{13,18}]icosa-1(19),2,4,6,8(20),9,11,13,15,17-decaene"	542.00	ng/g	Surface sediment
1363	Aromatic	Benzophenanthrene	pyrene	766.00	ng/g	Surface sediment
1363	Aromatic	Fluoranthene	Fluoranthene	798.00	ng/g	Surface sediment
1363	Halogenated Monoaromatic	Pentachlorobenzene	"1,2,3,4,5-pentachlorobenzene"	0.29	ng/g dwt	Surface sediment
1363	Halogenated (Substituted Aromatic)	Hexachlorobenzene	"1,2,3,4,5,6-hexachlorobenzene"	0.62	ng/g dwt	Surface sediment
1363	Halogenated (Substituted Aliphatic)	Hexachlorobutadiene	"hexachlorobuta-1,3-diene"	0.03	ng/g dwt	Surface sediment
1363	Halogenated Monoaromatic	alpha-benzene hexachloride OR alpha-(hexachlorocyclohexane OR hexachlorane OR BHC OR HCH)	"1,2,3,4,5,6-hexachlorocyclohexane"	3.67	ng/g dwt	Surface sediment
1364	PCB	"2,4-dichloro-1-phenylbenzene/1,4-dichloro-2-phenylbenzene (PCB 7/9)"	"2,4-dichlorobiphenyl/2,5-Dichlorobiphenyl"	0.02	ng/g dwt	Surface sediment
1364	PCB	PCB 173	"2,2',3,3',4,5,6-heptachlorobiphenyl"	0.03	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,3',4,4',6,6'-octachlorobiphenyl (PCB 197)"	"1,2,3,5-tetrachloro-4-(2,3,4,6-tetrachlorophenyl)benzene"	0.03	ng/g dwt	Surface sediment
1364	PCB	1-chloro-3-(2-chlorophenyl)benzene (PCB 6)	"2,3'-dichlorobiphenyl"	0.03	ng/g dwt	Surface sediment
1364	PCB	PCB 103	"2,2',4,5',6-pentachlorobiphenyl"	0.04	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,3',4,6-hexachlorobiphenyl (PCB 131)/2,2',3,4,5,6-hexachlorobiphenyl (PCB 142)"	"1,2,3,5-tetrachloro-4-(2,3-dichlorophenyl)benzene/1,2,3,4,5-pentachloro-6-(2-chlorophenyl)benzene"	0.04	ng/g dwt	Surface sediment
1364	PCB	"2,3,3',4,4',5,5',6-octachlorobiphenyl (PCB 205)"	"1,2,3,4,5-pentachloro-6-(3,4,5-trichlorophenyl)benzene"	0.04	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,3',4,5,5',6-octachlorobiphenyl (PCB 198)"	"1,2,3,4,5-pentachloro-6-(2,3,5-trichlorophenyl)benzene"	0.04	ng/g dwt	Surface sediment
1364	PCB	PCB 98/102	"2,2',3,4',6'-pentachlorobiphenyl/2,2',4,5,6'-pentachlorobiphenyl"	0.05	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,6'-tetrachlorobiphenyl (PCB 46)"	"1,2,4-trichloro-3-(2-chlorophenyl)benzene"	0.05	ng/g dwt	Surface sediment
1364	PCB	"2,3,4,4',5-pentachlorobiphenyl (PCB 114)"	"1,2,3,4-tetrachloro-5-(4-chlorophenyl)benzene"	0.05	ng/g dwt	Surface sediment
1364	PCB	PCB 51	"2,2',4,6'-tetrachlorobiphenyl"	0.05	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,3',4,4',5,6,6'-nonachlorobiphenyl (PCB 207)"	"1,2,3,4,5-pentachloro-6-(2,3,4,6-tetrachlorophenyl)benzene"	0.05	ng/g dwt	Surface sediment
1364	PCB	PCB 154	"2,2',4,4',5,6'-hexachlorobiphenyl"	0.06	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,3',4,5',6-heptachlorobiphenyl (PCB 175)"	"1,2,3,5-tetrachloro-4-(2,3,5-trichlorophenyl)benzene"	0.06	ng/g dwt	Surface sediment
1364	PCB	"1-chloro-2-(2-chlorophenyl)benzene/1,3-dichloro-2-phenylbenzene (PCB 4/10)"	"2,2'-dichlorobiphenyl/2,6-Dichlorobiphenyl"	0.06	ng/g dwt	Surface sediment
1364	PCB	"2,3,3',4,4',5,5'-heptachlorobiphenyl (PCB 189)"	"1,2,3,4-tetrachloro-5-(3,4,5-trichlorophenyl)benzene"	0.06	ng/g dwt	Surface sediment
1364	PCB	CL6-PCB-133	"2,2',3,3',5,5'-hexachlorobiphenyl"	0.06	ng/g dwt	Surface sediment
1364	PCB	"2,3,3',4,4',5',6-heptachlorobiphenyl (PCB 191)"	"1,2,3,5-tetrachloro-4-(3,4,5-trichlorophenyl)benzene"	0.06	ng/g dwt	Surface sediment
1364	PCB	PCB 119	"2,3',4,4',6-pentachlorobiphenyl"	0.07	ng/g dwt	Surface sediment
1364	PCB	PCB 147	"2,2',3,4',5,6-Hexachlorobiphenyl"	0.07	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,3',4,5,5',6,6'-nonachlorobiphenyl (PCB 208)"	"1,2,3,4,5-pentachloro-6-(2,3,5,6-tetrachlorophenyl)benzene"	0.08	ng/g dwt	Surface sediment
1364	PCB	PCB 200	"2,2',3,3',4,5,6,6'-octachlorobiphenyl"	0.08	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,3',4,5',6,6'-octachlorobiphenyl (PCB 201)"	"1,2,3,5-tetrachloro-4-(2,3,5,6-tetrachlorophenyl)benzene"	0.09	ng/g dwt	Surface sediment
1364	PCB	"1,2-dichloro-4-phenylbenzene/1-chloro-4-(3-chlorophenyl)benzene (PCB 12/13)"	"3,4-dichlorobiphenyl/3,4'-Dichlorobiphenyl"	0.09	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,6-tetrachlorobiphenyl (PCB 45)"	"1,2,4-trichloro-3-(2-chlorophenyl)benzene"	0.10	ng/g dwt	Surface sediment
1364	PCB	Decachlorobiphenyl (PCB 209)	"1,2,3,4,5-pentachloro-6-(pentachlorophenyl)benzene"	0.10	ng/g dwt	Surface sediment
1364	PCB	PCB 124	"2,3',4',5,5'-pentachlorobiphenyl"	0.12	ng/g dwt	Surface sediment
1364	PCB	"3,3',4,4'5-pentachlorobiphenyl (PCB 126)"	"1,2,3-trichloro-5-(3,4-dichlorophenyl)benzene"	0.12	ng/g dwt	Surface sediment
1364	PCB	"1,4-dichloro-2-(2,6-dichlorophenyl)benzene (PCB 53)"	"2,2',5,6'-tetrachlorobiphenyl"	0.13	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,4,5,5',6-heptachlorobiphenyl (PCB 185)"	"1,2,3,4,5-pentachloro-6-(2,5-dichlorophenyl)benzene"	0.13	ng/g dwt	Surface sediment
1364	PCB	"2,3,3',4,4',5'-hexachlorobiphenyl (PCB 157)"	"1,2,3-trichloro-5-(2,3,4-trichlorophenyl)benzene"	0.15	ng/g dwt	Surface sediment
1364	PCB	"2,2',4-trichlorobiphenyl (PCB 17)"	"2,4-dichloro-1-(2-chlorophenyl)benzene"	0.15	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,3',4,5-hexachlorobiphenyl (PCB 129)"	"1,2,3,4-tetrachloro-5-(2,3-dichlorophenyl)benzene"	0.16	ng/g dwt	Surface sediment
1364	PCB	PCB 83/108	"2,2',3,3',5-pentachlorobiphenyl/2,3,3',4,5'-pentachlorobiphenyl"	0.16	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,3',4,6,6'-heptachlorobiphenyl (PCB 176)"	"1,2,3,5-tetrachloro-4-(2,3,6-trichlorophenyl)benzene"	0.16	ng/g dwt	Surface sediment
1364	PCB	"1,2,4,5-tetrachloro-3-(2,3,5,6-tetrachlorophenyl)benzene (PCB 202)"	"2,2',3,3',5,5',6,6'-Octachlorobiphenyl"	0.17	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,3'-tetrachlorobiphenyl (PCB 40)"	"1,2-dichloro-3-(2,3-dichlorophenyl)benzene"	0.17	ng/g dwt	Surface sediment
1364	PCB	"2,3,3',4',5,5',6-heptachlorobiphenyl (PCB 193)"	"1,2,3,4,5-pentachloro-6-(3,5-dichlorophenyl)benzene"	0.18	ng/g dwt	Surface sediment
1364	PCB	"2,3',4,4',5,5'-hexachlorobiphenyl (PCB 167)"	"2,3',4,4',5,5'-hexachlorobiphenyl"	0.19	ng/g dwt	Surface sediment
1364	PCB	CL6-PCB-134/143	"2,2',3,3',5,6-hexachlorobiphenyl/2,2',3,4,5,6'-hexachlorobiphenyl"	0.20	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,4,4',5-hexachlorobiphenyl (PCB 137)"	"1,2,3,4-tetrachloro-5-(2,4-dichlorophenyl)benzene"	0.20	ng/g dwt	Surface sediment
1364	PCB	"1-chloro-4-(2-chlorophenyl)benzene/1,2-dichloro-3-phenylbenzene (PCB 8/5)"	"2,4'-dichlorobiphenyl/2,3-Dichlorobiphenyl"	0.20	ng/g dwt	Surface sediment
1364	PCB	PCB 172/192	"2,2',3,3',4,5,5'-heptachlorobiphenyl/2,3,3',4,5,5',6-heptachlorobiphenyl"	0.21	ng/g dwt	Surface sediment
1364	PCB	PCB 107/109	"2,3,3',4',5-pentachlorobiphenyl/2,3,3',4,6-pentachlorobiphenyl"	0.23	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,3',5,5',6-heptachlorobiphenyl (PCB 178)"	"1,2,4,5-tetrachloro-3-(2,3,5-trichlorophenyl)benzene"	0.25	ng/g dwt	Surface sediment
1364	PCB	"2,2,'3,3',4,4',5,6-octachlorobiphenyl (PCB 195)"	"2,2',3,3',4,4',5,6-Octachlorobiphenyl"	0.26	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,3',4,4',5,5',6-nonachlorobiphenyl (PCB 206)"	",2',3,3',4,4',5,5',6-Nonachlorobiphenyl"	0.28	ng/g dwt	Surface sediment
1364	PCB	"2,3,4'-trichlorobiphenyl (PCB 22)"	"1,2-dichloro-3-(4-chlorophenyl)benzene"	0.30	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,3',4,5'-hexachlorobiphenyl (PCB 130)"	"1,2,3-trichloro-4-(2,3,5-trichlorophenyl)benzene"	0.30	ng/g dwt	Surface sediment
1364	PCB	"2,2',5-trichlorobiphenyl (PCB 18)"	"1,4-dichloro-2-(2-chlorophenyl)benzene"	0.31	ng/g dwt	Surface sediment
1364	PCB	"4,4'-dichlorobiphenyl (PCB 15)"	1-chloro-4-(4-chlorophenyl)benzene	0.31	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,4',6-pentachlorobiphenyl (PCB 91)"	"1,2,4-trichloro-3-(2,4-dichlorophenyl)benzene"	0.31	ng/g dwt	Surface sediment
1364	PCB	"2,2',3/2,4',6-trichlorobiphenyl (PCB 16/32)"	"1,2-dichloro-3-(2-chlorophenyl)benzene/1,3-dichloro-2-(4-chlorophenyl)benzene"	0.32	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,3',4,4',6-heptachlorobiphenyl (PCB 171)"	"1,2,3,5-tetrachloro-4-(2,3,4-trichlorophenyl)benzene"	0.32	ng/g dwt	Surface sediment
1364	PCB	PCB 42/59	"2,2',3,4'-tetrachlorobiphenyl/2,3,3',6-tetrachlorobiphenyl"	0.33	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,3',4-pentachlorobiphenyl (PCB 82)"	"1,2,3-trichloro-4-(2,3-dichlorophenyl)benzene"	0.35	ng/g dwt	Surface sediment
1364	PCB	PCB 33/20/21	"1,2-dichloro-4-(2-chlorophenyl)benzene/2,3,3'-trichlorobiphenyl/2,3,4-Trichlorobiphenyl"	0.36	ng/g dwt	Surface sediment
1364	PCB	CL2-PCB-11	"3,3'-dichlorobiphenyl"	0.44	ng/g dwt	Surface sediment
1364	PCB	PCB 47/48/75	"2,2',4,4'-tetrachlorobiphenyl/2,2',4,5-tetrachlorobiphenyl/2,4,4',6-Tetrachlorobiphenyl"	0.45	ng/g dwt	Surface sediment
1364	PCB	PCB 74/61	"2,4,4',5-tetrachlorobiphenyl/2,3,4,5-tetrachlorobiphenyl"	0.47	ng/g dwt	Surface sediment
1364	PCB	"2,3,3',4,4',5-hexachlorobiphenyl (PCB 156)"	"1,2,3,4-tetrachloro-5-(3,4-dichlorophenyl)benzene"	0.48	ng/g dwt	Surface sediment
1364	PCB	"2,4',5-trichlorobiphenyl (PCB 31)"	"1,4-dichloro-2-(4-chlorophenyl)benzene"	0.52	ng/g dwt	Surface sediment
1364	PCB	PCB 85/120	"2,2',3,4,4'-pentachlorobiphenyl/2,3',4,5,5'-pentachlorobiphenyl"	0.52	ng/g dwt	Surface sediment
1364	PCB	"1,2,5-trichloro-3-(2,5-dichlorophenyl)benzene (PCB 92)"	"2,2',3,5,5'-pentachlorobiphenyl"	0.53	ng/g dwt	Surface sediment
1364	Herbicides	cis-nonachlor	"1,3,4,5,7,8,9,10,10-nonachlorotricyclo[5.2.1.0^{2,6}]dec-8-ene"	0.54	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,3',5,6,6'-heptachlorobiphenyl (PCB 179)"	"1,2,4,5-tetrachloro-3-(2,3,6-trichlorophenyl)benzene"	0.56	ng/g dwt	Surface sediment
1364	PCB	"1,2,4-trichloro-3-(2,3-dichlorophenyl)benzene (PCB 84)"	"2,2',3,3',6-pentachlorobiphenyl"	0.58	ng/g dwt	Surface sediment
1364	PCB	"2,3,3',4'/2,3,4,4'-tetrachlorobiphenyl (PCB 56/60)"	"1,2-dichloro-4-(2,3-dichlorophenyl)benzene/1,2,3-trichloro-4-(4-chlorophenyl)benzene"	0.62	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,4',5,5'-hexachlorobiphenyl (PCB 146)"	"1,2,4-trichloro-5-(2,3,5-trichlorophenyl)benzene"	0.63	ng/g dwt	Surface sediment
1364	PCB	"3,3'4,4'-tetrachlorobiphenyl (PCB 77)"	"3,3',4,4'-tetrachlorobiphenyl"	0.64	ng/g dwt	Surface sediment
1364	PCB	PCB 49/43	"2,2',4,5'-tetrachlorobiphenyl/2,2',3,5-tetrachlorobiphenyl"	0.65	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,3',6,6'-hexachlorobiphenyl (PCB 136)"	"1,2,4-trichloro-3-(2,3,6-trichlorophenyl)benzene"	0.66	ng/g dwt	Surface sediment
1364	PCB	PCB 158/160	"2,3,3',4,4',6-Hexachlorobiphenyl/2,3,3',4,5,6-hexachlorobiphenyl"	0.70	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,3',5,6'/2,2',3,4,5',6-hexachlorobiphenyl (PCB 135/144)"	"1,2,5-trichloro-3-(2,3,6-trichlorophenyl)benzene/1,2,3,5-tetrachloro-4-(2,5-dichlorophenyl)benzene"	0.71	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,3',4,4',5,5'-octachlorobiphenyl (PCB 194)"	"1,2,3,4-tetrachloro-5-(2,3,4,5-tetrachlorophenyl)benzene"	0.72	ng/g dwt	Surface sediment
1364	PCB	PCB 111/117	"2,3,3',5,5'-pentachlorobiphenyl/2,3,4',5,6-pentachlorobiphenyl"	0.73	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,3',4,5',6'-heptachlorobiphenyl (PCB 177)"	"1,2,4,5-tetrachloro-3-(2,3,4-trichlorophenyl)benzene"	0.73	ng/g dwt	Surface sediment
1364	PCB	"2,4,4'-trichlorobiphenyl (PCB 28)"	"2,4-dichloro-1-(4-chlorophenyl)benzene"	0.75	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,4,4',5',6-heptachlorobiphenyl (PCB 183)"	"1,2,3,5-tetrachloro-4-(2,4,5-trichlorophenyl)benzene"	0.75	ng/g dwt	Surface sediment
1364	PCB	PCB 87/115/116	"2,2',3,4,5'-pentachlorobiphenyl/2,3,4,4',6-pentachlorobiphenyl/2,3,4,5,6-Pentachlorobiphenyl"	0.79	ng/g dwt	Surface sediment
1364	PCB	"2,2'3,3',4,4'-hexachlorobiphenyl (PCB 128)"	"1,2,3-trichloro-4-(2,3,4-trichlorophenyl)benzene"	0.82	ng/g dwt	Surface sediment
1364	Pesticides	"o,p'-DDE (2,4'-DDE)"	"1-chloro-2-[2,2-dichloro-1-(4-chlorophenyl)ethenyl]benzene"	0.83	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,3',4,5,5',6'-octachlorobiphenyl (PCB 199)"	"1,2,3,4-tetrachloro-5-(2,3,5,6-tetrachlorophenyl)benzene"	0.83	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,5'-tetrachlorobiphenyl (PCB 44)"	"1,2-dichloro-3-(2,5-dichlorophenyl)benzene"	0.87	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,4,5,5'-hexachlorobiphenyl (PCB 141)"	"1,2,3,4-tetrachloro-5-(2,5-dichlorophenyl)benzene"	0.90	ng/g dwt	Surface sediment
1364	PCB	"1,2,3,4-tetrachloro-5-(2-chlorophenyl)benzene/1,2,4-trichloro-5-(2,3-dichlorophenyl)benzene (PCB 86/97)"	"2,2',3,4,5-pentachlorobiphenyl/2,2',3,4',5'-Pentachlorobiphenyl"	0.96	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,5,5',6-hexachlorobiphenyl (PCB 151)"	"1,2,4,5-tetrachloro-3-(2,5-dichlorophenyl)benzene"	0.97	ng/g dwt	Surface sediment
1364	PCB	"2,2',3,3',4,4',5,6'/2,2',3,4,4',5,5',6-octachlorobiphenyl (PCB 196/203)"	"1,2,3,4-tetrachloro-5-(2,3,4,6-tetrachlorophenyl)benzene/1,2,3,4,5-pentachloro-6-(2,4,5-trichlorophenyl)benzene"	0.99	ng/g dwt	Surface sediment
1364	PCB	PCB 66/80	"2,3',4,4'-tetrachlorobiphenyl/3,3',5,5'-tetrachlorobiphenyl"	1.02	ng/g dwt	Surface sediment
1364	PCB	PCB 41/71/64/68	"2,2',3,4-tetrachlorobiphenyl/2,3',4',6-tetrachlorobiphenyl/2,3,4',6-Tetrachlorobiphenyl/2,3',4,5'-Tetrachlorobiphenyl"	1.08	ng/g dwt	Surface sediment
1364	Organochlorine	"o,p'-DDD (mitotane) (2,4'-DDD)"	"1-chloro-4-[2,2-dichloro-1-(2-chlorophenyl)ethyl]benzene"	1.09	ng/g dwt	Surface sediment
1364	PCB	"2,2',4,4',5-pentachlorobiphenyl (PCB 99)"	"1,2,4-trichloro-5-(2,4-dichlorophenyl)benzene"	1.12	ng/g dwt	Surface sediment
1364	PCB	PCB 132/168	"2,2',3,3',4,6'-Hexachlorobiphenyl/2,3',4,4',5',6-hexachlorobiphenyl"	1.28	ng/g dwt	Surface sediment
1364	PCB	PCB 105/127	"2,3,3',4,4'-pentachlorobiphenyl/3,3',4,5,5'-pentachlorobiphenyl"	1.30	ng/g dwt	Surface sediment
1364	PCB	PCB 174/181	"2,2',3,3',4,5,6'-heptachlorobiphenyl/2,2',3,4,4',5,6-heptachlorobiphenyl"	1.30	ng/g dwt	Surface sediment
1364	Insecticides	Dieldrin	"(1R,2S,3S,6R,7R,8S,9S,11R)-3,4,5,6,13,13-hexachloro-10-oxapentacyclo[6.3.1.1^{3,6}.0^{2,7}.0^{9,11}]tridec-4-ene"	1.33	ng/g dwt	Surface sediment
1364	PCB	"2,3',4',5/2,3',4',5'-tetrachlorobiphenyl (PCB 70/76)"	"1,2-dichloro-4-(2,5-dichlorophenyl)benzene/1,2,3-trichloro-5-(2-chlorophenyl)benzene"	1.35	ng/g dwt	Surface sediment
1364	Pesticides	alpha-chlordane	"(1a ,2a ,3aa ,4b ,7b ,7aa )-1,2,4,5,6,7,8,8-Octachloro-2,3,3a,4,7,7a-hexahydro-
4,7-methano-1H-indene"	1.36	ng/g dwt	Surface sediment
1364	Pesticides	trans-nonachlor	"1,2,3,4,5,6,7,8,8-nonachloro-3a,4,7,7a- tetrahydro-4,7-methanoindan"	1.36	ng/g dwt	Surface sediment
1364	Pesticides	gamma-chlordane	"1,4,4,7,8,9,10,10-octachlorotricyclo[5.2.1.0^{2,6}]dec-8-ene"	1.47	ng/g dwt	Surface sediment
